(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
(-1.29973900, 0.04271002, 0.58540210)
