(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(0.00000000, 0.00000000, 0.00000000)
(-1.17236700, 0.01346470, 0.76121010)
(-1.16099900, 0.01542869, 0.75956400)
(-1.14973900, 0.01719579, 0.75772860)
(-1.13904900, 0.01887655, 0.75582890)
(-1.11833500, 0.02193702, 0.75122850)
(-1.10821200, 0.02360802, 0.74832110)
(-1.09788500, 0.02556511, 0.74528240)
(-1.08820500, 0.02653402, 0.74197510)
(-1.07808000, 0.02874595, 0.73804060)
(-1.06850000, 0.03007308, 0.73404810)
(-1.05844700, 0.03245992, 0.72949620)
(-1.02154300, 0.03911341, 0.70931720)
(-1.02154300, 0.03911341, 0.70931720)
(-1.02154300, 0.03911341, 0.70931720)
(-1.01251500, 0.04124890, 0.70388980)
(-1.00388200, 0.04319522, 0.69829140)
(-0.99510650, 0.04531161, 0.69271310)
(-0.98647680, 0.04748713, 0.68703440)
(-0.97772990, 0.04994472, 0.68127880)
(-0.96981560, 0.05127338, 0.67560700)
(-0.96120690, 0.05415554, 0.66960130)
(-0.95297070, 0.05675889, 0.66364060)
(-0.94476820, 0.05894380, 0.65839090)
(-0.93700750, 0.06127423, 0.65242270)
(-0.92222640, 0.06534097, 0.64050000)
(-0.91477520, 0.06730449, 0.63495300)
(-0.90774710, 0.06922035, 0.62899650)
(-0.90075650, 0.07085190, 0.62323860)
(-0.89359390, 0.07247847, 0.61776570)
(-0.88648150, 0.07400459, 0.61211570)
(-0.87959140, 0.07549794, 0.60639910)
(-0.86605340, 0.07772332, 0.59523680)
(-0.85967420, 0.07849632, 0.58961700)
(-0.85967420, 0.07849632, 0.58961700)
(-0.85336760, 0.07912467, 0.58414040)
(-0.84728230, 0.07976337, 0.57881010)
(-0.83530370, 0.08074889, 0.56832690)
(-0.82922040, 0.08131935, 0.56330110)
(-0.82328340, 0.08173978, 0.55822740)
(-0.81739680, 0.08236896, 0.55334450)
(-0.80621540, 0.08357303, 0.54368070)
(-0.80621540, 0.08357303, 0.54368070)
(-0.80109270, 0.08406778, 0.53899210)
(-0.79620280, 0.08461728, 0.53420010)
(-0.78720300, 0.08605990, 0.52501960)
(-0.78299440, 0.08697489, 0.52063660)
(-0.77890560, 0.08776715, 0.51624410)
(-0.77491380, 0.08880653, 0.51196010)
(-0.77109720, 0.08993317, 0.50788180)
(-0.76745750, 0.09121922, 0.50392400)
(-0.76066400, 0.09377116, 0.49625690)
(-0.75758710, 0.09514837, 0.49257730)
(-0.75473030, 0.09671923, 0.48902570)
(-0.75195710, 0.09827500, 0.48551820)
(-0.74936120, 0.09975068, 0.48215370)
(-0.74700250, 0.10123000, 0.47869270)
(-0.74247010, 0.10456340, 0.47234580)
(-0.73612340, 0.10981520, 0.46364860)
(-0.73612340, 0.10981520, 0.46364860)
(-0.73612340, 0.10981520, 0.46364860)
(-0.73430450, 0.11179900, 0.46094210)
(-0.73253550, 0.11343670, 0.45823640)
