(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-0.93620290, 0.02770619, 0.77631470)
(-1.22416300, 0.05565795, 0.58316650)
(-1.19849800, 0.05719329, 0.57657120)
(-1.16112300, 0.07791070, 0.57609840)
(-1.13454800, 0.08151727, 0.57058450)
(-1.09778200, 0.08675818, 0.56335260)
(-1.07405700, 0.09172902, 0.55874840)
(-1.04199200, 0.09810133, 0.55262650)
(-1.01209600, 0.10505680, 0.54617040)
(-0.99301630, 0.10994770, 0.54159600)
(-0.95657520, 0.11897840, 0.53176530)
(-0.93959660, 0.12350410, 0.52627460)
(-0.92322250, 0.12733920, 0.52058650)
(-0.89905180, 0.13245100, 0.51125340)
(-0.87596930, 0.13731100, 0.50070140)
(-0.86878060, 0.13861550, 0.49690070)
(-0.85501940, 0.14159070, 0.48902330)
(-0.83552630, 0.14545660, 0.47704340)
(-0.82361010, 0.14787080, 0.46935420)
(-0.81800730, 0.14910150, 0.46554940)
(-0.79269540, 0.15451200, 0.44825760)
(-0.78394970, 0.15642140, 0.44175460)
(-0.77616220, 0.15844700, 0.43530510)
(-0.76664160, 0.16199420, 0.42574510)
(-0.75885860, 0.16522900, 0.41706410)
(-0.75644670, 0.16633240, 0.41430090)
(-0.75409530, 0.16726190, 0.41173680)
(-0.74755220, 0.16991460, 0.40466210)
(-0.74354330, 0.17158160, 0.40020580)
(-0.73969880, 0.17332770, 0.39583100)
(-0.73781810, 0.17409000, 0.39364980)
(-0.73398350, 0.17542290, 0.38930810)
(-0.73204210, 0.17598190, 0.38722090)
(-0.72808330, 0.17709510, 0.38305010)
(-0.72434210, 0.17798230, 0.37912540)
(-0.72256330, 0.17838110, 0.37729560)
(-0.71927650, 0.17896900, 0.37373700)
(-0.71785770, 0.17943700, 0.37209730)
(-0.71539680, 0.17973430, 0.36925640)
(-0.71346430, 0.18006170, 0.36707730)
(-0.71261670, 0.18014310, 0.36620660)
(-0.71107350, 0.18006890, 0.36473920)
(-0.71042630, 0.18001470, 0.36399780)
(-0.70919250, 0.17965010, 0.36251340)
(-0.70807590, 0.17901400, 0.36074340)
(-0.70712420, 0.17811230, 0.35875460)
(-0.70671330, 0.17753210, 0.35783960)
(-0.70623680, 0.17638970, 0.35652410)
(-0.70565330, 0.17525010, 0.35605060)
(-0.70508190, 0.17470780, 0.35599590)
(-0.70484040, 0.17454830, 0.35605410)
(-0.70481240, 0.17452910, 0.35607280)
(-0.70469070, 0.17455110, 0.35609870)
(-0.70458290, 0.17458500, 0.35612540)
(-0.70434430, 0.17473840, 0.35620270)
(-0.70416640, 0.17486200, 0.35627380)
(-0.70410900, 0.17493990, 0.35630520)
(-0.70396920, 0.17534520, 0.35634050)
(-0.70376060, 0.17553790, 0.35624500)
(-0.70364510, 0.17567010, 0.35618740)
(-0.70343280, 0.17601180, 0.35590970)
(-0.70338560, 0.17625430, 0.35560130)
(-0.70338390, 0.17661050, 0.35535950)
(-0.70321210, 0.17736550, 0.35493440)
(-0.70256910, 0.17897330, 0.35494870)
(-0.70258420, 0.17895990, 0.35505160)
(-0.70261720, 0.17900410, 0.35513770)
(-0.70260910, 0.17889390, 0.35520570)
(-0.70254060, 0.17902460, 0.35558490)
(-0.70247630, 0.17909330, 0.35575090)
(-0.70246920, 0.17913380, 0.35587820)
(-0.70264670, 0.17915680, 0.35596190)
(-0.70304790, 0.17897360, 0.35596640)
(-0.70367410, 0.17843640, 0.35598480)
(-0.70391560, 0.17824350, 0.35605550)
(-0.70402990, 0.17813770, 0.35608380)
(-0.70460600, 0.17798710, 0.35612170)
(-0.70513850, 0.17786230, 0.35614690)
(-0.70533410, 0.17782370, 0.35624100)
(-0.70537940, 0.17774010, 0.35633120)
(-0.70553540, 0.17779790, 0.35646560)
